"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"US1KYSC0015","2014-05-17","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","   10",",,N",,,,,,,,,,
"US1KYSC0015","2014-05-20","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2014-05-22","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  310",",,N",,,,,,,,,,
"US1KYSC0015","2014-05-24","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2015-06-09","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","   58",",,N",,,,,,,,,,
"US1KYSC0015","2015-06-10","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2015-06-11","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2015-06-12","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2015-06-13","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2015-06-16","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US",,,,,,,"    3",",,N","   89",",,N",,
"US1KYSC0015","2015-06-17","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  239",",,N",,,,,,,,,,
"US1KYSC0015","2015-06-18","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    5",",,N",,,,,,,,,,
"US1KYSC0015","2015-06-19","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  221",",,N",,,,,,,,,,
"US1KYSC0015","2015-06-20","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  312",",,N",,,,,,,,,,
"US1KYSC0015","2015-06-21","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  246",",,N",,,,,,,,,,
"US1KYSC0015","2015-06-23","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US",,,,,,,"    2",",,N","    5",",,N",,
"US1KYSC0015","2015-06-24","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    3",",,N",,,,,,,,,,
"US1KYSC0015","2015-06-26","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US",,,,,,,"    2",",,N","  135",",,N",,
"US1KYSC0015","2015-06-27","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","   71",",,N",,,,,,,,,,
"US1KYSC0015","2015-06-30","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","   46",",,N",,,,,,,,,,
"US1KYSC0015","2015-07-01","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  178",",,N",,,,,,,,,,
"US1KYSC0015","2015-07-02","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","   58",",,N",,,,,,,,,,
"US1KYSC0015","2015-07-03","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  104",",,N",,,,,,,,,,
"US1KYSC0015","2015-07-04","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  127",",,N",,,,,,,,,,
"US1KYSC0015","2015-07-05","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    3",",,N",,,,,,,,,,
"US1KYSC0015","2015-07-07","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","    0",",,N","    0",",,N",,,,,,,,
"US1KYSC0015","2015-07-08","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","  122",",,N",,,,,,,,,,
"US1KYSC0015","2015-07-09","38.2096","-84.4771","274.6","GEORGETOWN 4.5 E, KY US","   13",",,N",,,,,,,,,,
